Protein IDs,Protein names,Gene names,Control-LFQ intensity P18,Control-LFQ intensity P19,Control-LFQ intensity P20,Di-LFQ intensity P18,Di-LFQ intensity P19,Di-LFQ intensity P20,mean_ctrl,mean_treat,log2FC (treat:ctrl)
Q9UQC2;Q9UQC2-2,GRB2-associated-binding protein 2,GAB2,19475,17564,24340,1000,1000,1000,20459.66667,1000,-4.354710735
B7Z8J2;B7Z8F8;O75791;B7Z8E3;B7Z8M2;Q6FI14;Q6FHA6,GRB2-related adapter protein 2,GRAP2,43043,34394,45300,1000,1000,1000,40912.33333,1000,-5.354463915
Q9C091;B4DDS9;Q9C091-3;Q9C091-4,GREB1-like protein,GREB1L,23940,34931,28559,8494.2,6577.4,5659.3,29143.33333,6910.3,-2.076345649
A0A087X0X2;A0PK23;Q6KF10;A0A0S2A5D6,Growth/differentiation factor 6 ,GDF6,67068,69950,56490,30118,28696,24394,64502.66667,27736,-1.217599064
O15068;O15068-2;H7BYP9;A0A2X0U4S1;Q3B839;H3BLT1;O15068-3;O15068-5;O15068-6;O15068-8;O15068-10;O15068-9;H0Y4M6;H7C2S1;Q3B838;B7Z9K4;H7C275;O15068-4,Guanine nucleotide exchange factor DBS,MCF2L,34032,41389,30238,1000,1000,1000,35219.66667,1000,-5.13830935
Q9UKW4;A0A2X0U2Q1;Q9UKW4-2;Q9UKW4-4;B4DU29;B7Z3Z5;B4DHL6;H0YDG2;Q9UKW4-3,Guanine nucleotide exchange factor VAV3,VAV3,9373.3,12232,8920.2,1000,1000,1000,10175.16667,1000,-3.346980521
E9PJ90,HBS1-like protein ,HBS1L,1000,1000,1000,70575,60384,72193,1000,67717.33333,6.081453257
A0A024R8N7,"HCG1776376, isoform CRA_a",hCG_1776376,151430,141018,151991,1000,1000,1000,148146.3333,1000,-7.210879109
Q8WYW1;Q6ZVM6,"HCG1815546, isoform CRA_a",pp13759,58697,70328,66767,1000,1000,1000,65264,1000,-6.028215507
D6W5R7,"HCG2023245, isoform CRA_a",hCG_2023245,349300,284940,299700,299400,376976,286756,311313.3333,321044,0.044403669
Q86XA9;F5H619;Q86XA9-2;F8VQQ6;H0YIW3;B4DZB2;H7C5W6;Q86XA9-3,HEAT repeat-containing protein 5A,HEATR5A,3920.4,2394.2,5699.7,4930.1,5658.3,3239.1,4004.766667,4609.166667,0.202787748
Q0VD96;A0A087WXZ7;K7EIX2;Q6AI08,HEAT repeat-containing protein 6,HEATR6,294830,230460,336180,1000,1000,1000,287156.6667,1000,-8.165694246
P0DMV8-2;B3KTT5;A0A0G2JIW1;A0A1U9X7W4;A8K5I0;B4DWK5;B4DI39;B4DNT8;B4E388;P0DMV8;V9GZ37;B4DVU9;B4DNX1;B4E1T6;B4DFN9;P0DMV9;B4E1S9;Q59EJ3;E9PS65;Q53GZ6;V9HW22;Q9NZ87;E9PKE3;Q96BE0;B3KTV0;Q96H53;Q96IS6;Q9NWW3;A8K7Q2;B4E1Q1;E9PNE6;P11142,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,HSPA1A;HEL-S-103;HSPA1B,45304,38495,32282,32738,40023,31345,38693.66667,34702,-0.157078634
P34932;B4E0H6;V9HW33;B4DUS3;B4DIZ3;B4DT47;B4E354;B4DH02;A0A087WTS8;O14992;B0AZT0;B4DSE8;A0A087WYC1;B0AZU6;B0AZS1;Q59GF8;B4DN48,Heat shock 70 kDa protein 4,HSPA4;HEL-S-5a;HS24/p52,20384,28890,21202,24394,27769,29584,23492,27249,0.214033743
B3KNQ9;Q00613;B3KWP0;B4DTG4;E9PMQ6;Q53HT3;Q00613-2,Heat shock factor protein 1,HSF1,1000,1000,1000,85944,60798,69989,1000,72243.66667,6.174799212
B4DGL0;P07900;P08238;P07900-2;Q58FF7;Q86U12;Q96HX7;O75322;Q2VPJ6;Q8TBA7;B4DMA2;A0A024RD80;K9JA46,Heat shock protein HSP 90-alpha;Heat shock protein HSP 90-beta;Putative heat shock protein HSP 90-beta-3,HSP90AA1;HSP90AB1;HSP90AB3P;EL52,49504,38555,40120,1000,1000,1000,42726.33333,1000,-5.417053609
B2R8G3,Hedgehog protein,,80023,89404,67760,70127,69045,83293,79062.33333,74155,-0.092446562
Q6ZRS2;A0A0A0MS59;A0A0C4DFX4;Q6ZRS2-3;Q6ZRS2-2;B3KN63;G1UI29;A0A087X0E3,Helicase SRCAP,SRCAP,29403,25845,31129,6796.4,4393.2,7685.6,28792.33333,6291.733333,-2.194155279
Q9BYK8;A7E2C9;Q9BYK8-2;Q9BYK8-4;REV__A0ZVH8,Helicase with zinc finger domain 2,HELZ2;PRIC285,43343,32190,40034,229280,287960,300234,38522.33333,272491.3333,2.822443349
Q14527;Q59GQ7;A0A0C4DGA6;A8K5B6;H7C5K0;Q14527-2;Q05DQ5;Q05DF7;Q05BZ6,Helicase-like transcription factor,HLTF,43474,51283,48393,23859,20045,19433,47716.66667,21112.33333,-1.17640723
Q8NDA2-2;Q8NDA2;Q8NDA2-4,Hemicentin-2,HMCN2,29300,31182,24943,1000,1000,1000,28475,1000,-4.831623937
Q7LGA3;B3KN15;K7EP71;Q7LGA3-3;Q7LGA3-2,Heparan sulfate 2-O-sulfotransferase 1,HS2ST1,33202,28595,30182,29930,32173,27685,30659.66667,29929.33333,-0.034781868
Q96MM7;Q96MM7-4;B7Z5H6;B7Z2S1;B7Z2U5;Q96MM7-2;Q96MM7-3,Heparan-sulfate 6-O-sulfotransferase 2,HS6ST2,43990,40028,38495,1000,1000,1000,40837.66667,1000,-5.351828532
Q5SSJ5;B0QZK9;B0QZK8;B4E0N8;X6RGJ2;Q5SSJ5-5;Q5SSJ5-3;Q5SSJ5-2,Heterochromatin protein 1-binding protein 3,HP1BP3,1000,1000,1000,2300.2,3916.6,1109.3,1000,2442.033333,1.288082893
B3KM60;M0R3F1;A8K3W4;A0A024R0J9;A0A0A0MRA5;B7Z4B8;A8K6U7;A8K5K0;Q9BUJ2-3;Q9BUJ2-4;Q9BUJ2-2;Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1;HNRPUL1,43900,54030,63413,1000,1000,1000,53781,1000,-5.749024676
A0A024RA28;A0A384NL58;P22626-2;P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRPA2B1;HNRNPA2B1,1000,1000,1000,16746,24414,23040,1000,21400,4.419538892
Q9H0E3-2;H7BXF5;A0A2R8YDB8;Q9H0E3-3;Q9H0E3;B3KRT9;Q96DP1,Histone deacetylase complex subunit SAP130,SAP130,37685,44559,43230,1000,1000,1000,41824.66667,1000,-5.386282137
P16401,Histone H1.5,HIST1H1B,1000,1000,1000,77119,76714,80436,1000,78089.66667,6.287059749
A1L407;Q4VB24;B2R984;A3R0T8;A3R0T7;P22492;P16403;Q02539;P10412;P16402,Histone H1t;Histone H1.2;Histone H1.1;Histone H1.4;Histone H1.3,HIST1H1T;HIST1H1E;HIST1H1C;HIST1H1A;HIST1H1D,1000,1000,1000,32385,37789,25630,1000,31934.66667,4.997051487
V9GZN0;A3KPC7;A0A024RAS2;Q08AJ9;B2R5B6;A4FTV9;A0A024R017;A0A3B3IS11;A0A0U1RR32;A0A0U1RRH7;Q99878;Q96KK5;Q9BTM1;Q16777;Q93077;Q8IUE6;Q7L7L0;Q6FI13;P20671;P0C0S8;P04908;P16104;Q9BTM1-2,Histone H2A;Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 1-C;Histone H2A type 2-B;Histone H2A type 3;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-B/E;Histone H2AX,HIST1H2AH;H2AFJ;HIST1H2AB;HIST1H2AK;HIST1H2AC;HIST1H2AJ;HIST2H2AC;HIST2H2AB;HIST3H2A;HIST2H2AA3;HIST1H2AD;HIST1H2AG;H2AFX,2467750,1727776,2323900,1000,1000,1000,2173142,1000,-11.08556673
Q96A08,Histone H2B type 1-A,HIST1H2BA,50455,43289,40233,1000,1000,1000,44659,1000,-5.480879042
Q8N257;P33778;A0A024RCJ2;Q16778;P23527;P06899;A0A024RCL8;A0A2R8Y619;Q0D2M2;A8K9J7;B2R4S9;A0A024RCJ9;A0A024QZZ7;B4DR52;U3KQK0;Q5QNW6-2;Q6DN03;Q6DRA6;Q99880;P57053;Q99879;Q5QNW6;Q99877;P62807;P58876;O60814;Q93079;L0R4T3,Histone H2B type 3-B;Histone H2B type 1-B;Histone H2B;Histone H2B type 2-E;Histone H2B type 1-O;Histone H2B type 1-J,HIST3H2BB;HIST1H2BB;HIST1H2BJ;HIST2H2BE;HIST1H2BO,640580,500040,694450,1000,1000,1000,611690,1000,-9.256656881
A0A024RCL8;A0A024RCJ2;P57053;P06899;O60814;Q0D2M2;B2R4S9;A0A024RCJ9;A0A024QZZ7;I6L9F7;U3KQK0;B4DR52;Q99880;Q99879;Q99877;Q93079;Q5QNW6;Q16778;P62807;P58876;P33778;P23527;Q5QNW6-2,Histone H2B;Histone H2B type F-S;Histone H2B type 1-J;Histone H2B type 1-K;Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 2-E;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type 1-B;Histone H2B type 1-O,HIST1H2BK;HIST1H2BJ;H2BFS;HIST1H2BC;HIST1H2BI;HIST1H2BN;HIST1H2BD;HIST1H2BM;HIST1H2BL;HIST1H2BH;HIST2H2BF;HIST2H2BE;HIST1H2BB;HIST1H2BO,134909,162760,157799,1000,1000,1000,151822.6667,1000,-7.246243387
P0DPK2;A0A2R8Y7G9;P0DPK5,Histone H3.Y ,H3Y1,1000,1000,1000,32417,42014,46743,1000,40391.33333,5.335973866
Q03164;Q03164-2;Q03164-3;Q6TU33;Q8NI11,Histone-lysine N-methyltransferase 2A;MLL cleavage product N320;MLL cleavage product C180,KMT2A,1000,1000,1000,19473,22291,18545,1000,20103,4.329338908
O14686;O14686-3;Q59FG6,Histone-lysine N-methyltransferase 2D,KMT2D,6434.5,5455.2,5459.8,1000,1000,1000,5783.166667,1000,-2.53185968
Q9NS29;Q8IZD2;C9JYI9;A0A087WYW5;O95038;Q8IZD2-3;Q8IZD2-4;Q8IZD2-8;Q8IZD2-6;Q8IZD2-5;Q8IZD2-2;Q8IZD2-7,Histone-lysine N-methyltransferase 2E,KMT2E;MLL5,1000,1000,1000,24930,34930,30023,1000,29961,4.905013872
Q9NR48;Q9NR48-2,Histone-lysine N-methyltransferase ASH1L,ASH1L,19374,15485,20013,1000,1000,1000,18290.66667,1000,-4.193035755
Q9H9B1;A0A1B0GUD1;Q9H9B1-3;Q9H9B1-4;A0A1B0GV09;A0A1B0GU48;A0A0D9SEQ1;A0A1B0GVZ8;A0A0D9SFX4;A0A1B0GW79;A0PJE0;A0A0C4DGF8;A0A0D9SFS4;A0A0D9SER3;A0A0D9SER9;A0A0D9SFG7;A0A1W2PPZ7,Histone-lysine N-methyltransferase EHMT1,EHMT1,45484,38596,34392,1000,1000,1000,39490.66667,1000,-5.303439818
F2YMM1;Q15910-5;Q15910;Q15910-2;Q75MP9;Q75MQ0;S4S3R8;A0A090N8E9;Q15910-3;Q15910-4,Histone-lysine N-methyltransferase EZH2,EZH2,39302,41028,31120,1000,1000,1000,37150,1000,-5.215290306
Q9BZ95;Q9BZ95-4;Q9BZ95-2;Q9BZ95-5;Q9BZ95-3,Histone-lysine N-methyltransferase NSD3,WHSC1L1,23844,27869,21933,1000,1000,1000,24548.66667,1000,-4.617572763
Q9BYW2;H7C3H4;H7BZ93;C9JG86;H7BXT4;Q9BYW2-3;Q9BYW2-2,Histone-lysine N-methyltransferase SETD2,SETD2,21930,30172,32339,14547,18504,12330,28147,15127,-0.895855264
Q86TU7;A0A024R6K3;Q6NXR6;Q86TU7-3;Q86TU7-2,Histone-lysine N-methyltransferase setd3,SETD3,30283,23922,28390,26596,28433,25485,27531.66667,26838,-0.036814784
Q96L73;B2RWP5;Q96L73-2;Q96L73-3;Q8NB95;Q96DQ7;A0A1D8GZ55;A0A1D8GZ56;A4QPE5;Q96MN8,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific;Histone-lysine N-methyltransferase",NSD1,12137,13490,9948.4,1000,1000,1000,11858.46667,1000,-3.567845572
O43719;B4DRS4,HIV Tat-specific factor 1,HTATSF1,49577,40023,45458,19484,18474,17556,45019.33333,18504.66667,-1.282655545
Q8WY36-3;Q9NRU5,HMG box transcription factor BBX,BBX,1000,1000,1000,23849,29585,21103,1000,24845.66667,4.634922348
C9JWC4;Q8NCD3-3;Q8NCD3-2;Q8NCD3,Holliday junction recognition protein,HJURP,72675,55549,74587,1000,1000,1000,67603.66667,1000,-6.079029592
P39880;A0A2R8YDI1;A0A2R8Y852;P39880-6;P39880-4;P39880-5;P39880-2;P39880-3;Q13948;B4DMN0;A0A097ZMP4;A0A097ZMP6;P39880-9;Q13948-10;Q13948-2,Homeobox protein cut-like 1,CUX1,32449,40282,38494,20018,15484,13329,37075,16277,-1.18761187
Q8N693;A6ZIS7;A6ZIT3;A6ZIU7;A6ZIU8;A6ZIU9;A6ZIV0;A6ZIV1;A6ZIV2;A6ZIV3;A6ZIT4;A6ZIU5;A6ZIT1;A6ZIT0;A6ZIS9;A6ZIS8;A6ZIU3;A6ZIS5;A6ZIS3;A6ZIU6;A6ZIS2;A6ZIU0;A6ZIU2;A6ZIU1;A6ZIT8;A6ZIT7;A6ZIT6;A6ZIT5;A6ZIT2;A6ZIU4;A6ZIS6;A6ZIT9;A6ZIS4,Homeobox protein ESX1;Homeobox protein ESX1-N;Homeobox protein ESX1-C,ESX1,23845,19940,22100,1000,1000,1000,21961.66667,1000,-4.456915639
F8VY47,Homeobox protein GBX-2 ,GBX2,40598,58142,50384,1000,1000,1000,49708,1000,-5.635406153
H0YNR9;Q9NSB8;Q9NSB8-2;A8K9Q7,Homer protein homolog 2,HOMER2,56869,61193,50045,30283,34905,24344,56035.66667,29844,-0.908904481
Q14520-2;Q14520,Hyaluronan-binding protein 2;Hyaluronan-binding protein 2 50 kDa heavy chain;Hyaluronan-binding protein 2 50 kDa heavy chain alternate form;Hyaluronan-binding protein 2 27 kDa light chain;Hyaluronan-binding protein 2 27 kDa light chain alternate form,HABP2,1000,1000,1000,188430,185770,189649,1000,187949.6667,7.554202547
Q9Y6R7;A0A286YF91;A0A087WXI2,IgGFc-binding protein,FCGBP,3945.3,5565.4,4394.2,6768.3,4595.5,4434.7,4634.966667,5266.166667,0.184194218
Q86VF2-5;Q86VF2;H7BZ61;Q86VF2-2;Q86VF2-4;Q86VF2-3,Immunoglobulin-like and fibronectin type III domain-containing protein 1,IGFN1,3221.1,4001.3,2005.6,10029,12390,9278.2,3076,10565.73333,1.780265495
A9QM74,Importin subunit alpha-8,KPNA7,30294,40002,29605,1000,1000,1000,33300.33333,1000,-5.057464714
Q8N608;Q0GLB7;B4DKB5;Q0GLB9;B2RCJ8;Q8N608-4;Q8N608-2;Q8N608-3;C9J4M8;J3KQK8;J3KPP1,Inactive dipeptidyl peptidase 10,DPP10,28494,23930,21123,1000,1000,1000,24515.66667,1000,-4.615632089
Q8IWB6;Q8IWB6-3;Q8IWB6-2,Inactive serine/threonine-protein kinase TEX14,TEX14,1000,1000,1000,12920,18495,14434,1000,15283,3.933855862
B4DGW1;A0A024QZI4;Q8IV63-3;Q8IV63,Inactive serine/threonine-protein kinase VRK3,VRK3,49504,39405,42213,1000,1000,1000,43707.33333,1000,-5.449803454
Q9P2D0;E9PDR5;B7ZLD4;E7EPI0;B7ZLE0;Q9P2D0-2;D6R9F4;B3KX60,Inhibitor of Bruton tyrosine kinase,IBTK,1000,1000,1000,18849,20183,22133,1000,20388.33333,4.34967194
B3KRB7;B4DP95;O14920-4;O14920-2;O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,1000,1000,1000,55020,43061,46025,1000,48035.33333,5.586024094
Q14643;B4DER3;A0A3B3ITQ1;A0A3F2YNW8;A0A3B3IU04;A0A3B3ITU8;A0A024R2I2;A0A024R2E1;Q14643-8;Q14643-5;Q14643-7;Q14643-3;Q14643-4;Q14643-2;Q14643-6;A0A3B3IU05;Q14571,"Inositol 1,4,5-trisphosphate receptor type 1",ITPR1,2123.7,1837.3,1449.1,1000,1000,1000,1803.366667,1000,-0.85069276
Q01968;Q01968-2;Q504W7;A0A2X0TVZ9;A0A2R8YG38;A0A2R8YCN4,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,19303,12034,13320,11930,15484,13940,14885.66667,13784.66667,-0.110859454
Q96A47;F1T0J9,Insulin gene enhancer protein ISL-2,ISL2,34940,39055,43290,1000,1000,1000,39095,1000,-5.288912203
Q13429;P05019-4;P05019;P05019-2;Q9NP10;Q5U743;Q59GC5;P05019-3,Insulin-like growth factor I,IGF-I;IGF1,1000,1000,1000,184930,145940,200120,1000,176996.6667,7.46757838
P53708;B4DN28,Integrin alpha-8;Integrin alpha-8 heavy chain;Integrin alpha-8 light chain,ITGA8,16314,18594,20013,1000,1000,1000,18307,1000,-4.194323488
P06756;L7RXH0;A5YM53;P06756-3;P06756-2;B4DYQ7,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,1000,1000,1000,10283,8574.8,14384,1000,11080.6,3.469964098
Q9H0C8;F8SNU7;H7C2I8,Integrin-linked kinase-associated serine/threonine phosphatase 2C,ILKAP;ILKAP3,69504,74453,60293,1000,1000,1000,68083.33333,1000,-6.089229767
Q86UX2;C9J2H1;G5E9D8;A0A096LP62;Q86UX2-2;Q86UX2-3,Inter-alpha-trypsin inhibitor heavy chain H5,ITIH5,1000,1000,1000,19203,12200,12039,1000,14480.66667,3.856056118
A6NNB3,Interferon-induced transmembrane protein 5,IFITM5,85945,100280,84954,1000,1000,1000,90393,1000,-6.49813915
Q12894;Q12894-2,Interferon-related developmental regulator 2,IFRD2,3493.1,5740.9,5825.3,1000,1000,1000,5019.766667,1000,-2.327620305
A0A2X0TVY8;Q15811;Q14BD4;Q15811-4;Q15811-9;Q15811-8,Intersectin-1,ITSN1,2192.5,6578.4,3349.1,1000,1000,1000,4040,1000,-2.014355293
Q9HBG6;Q9HBG6-9;Q9HBG6-4;Q9HBG6-6;Q9HBG6-3;Q9HBG6-5;Q9HBG6-10;Q9HBG6-8;Q7L8K0;B4DST2;B3KMY4;Q9H9Z0;Q9NUW6;B3KVL1;B3KT43;Q8NDL0;Q9HBG6-7;Q9HBG6-11;D6RAF7;Q9H7P3;D6RIB5;H0Y9Q2;B3KUD1,Intraflagellar transport protein 122 homolog,IFT122;DKFZp434K016;DKFZp434O139,32038,26859,29483,12290,16758,9857.2,29460,12968.4,-1.183756935
Q96LB3;Q8IUV3;A0PJM7;Q96LB3-2,Intraflagellar transport protein 74 homolog,IFT74,19304,13244,20282,1000,1000,1000,17610,1000,-4.138323004
A0A3B3IU98;A0A0C4DGT3;Q6DN90-2;Q6DN90;B4DGC5;A0A2R8Y7T6;A0A087WWK8;A0A3B3IRZ4;A0A2R8Y695,IQ motif and SEC7 domain-containing protein 1,IQSEC1,40393,48595,39504,1000,1000,1000,42830.66667,1000,-5.420572228
P48200;D3DW85;H0YN46,Iron-responsive element-binding protein 2,IREB2,26758,39405,20038,1000,1000,1000,28733.66667,1000,-4.8446702
P49662-2,Isoform 2 of Caspase-4 ,CASP4,113370,130974,143969,1000,1000,1000,129437.6667,1000,-7.016113696
Q8WV48-2,Isoform 2 of Coiled-coil domain-containing protein 107 ,CC107,1000,1000,1000,118862,102560,132660,1000,118027.3333,6.882977194
Q8N9C0-2,Isoform 2 of Immunoglobulin superfamily member 22 ,IGS22,1000,1000,1000,21038,19034,23495,1000,21189,4.405243597
Q9BUE6-2,"Isoform 2 of Iron-sulfur cluster assembly 1 homolog, mitochondrial ",ISCA1,38233,30012,40338,1000,1000,1000,36194.33333,1000,-5.177691938
Q6TCH4-2;Q7Z4Q8;B4DJ42,Isoform 2 of Membrane progestin receptor delta ,hCG_17185;PAQR6,18927,10392,20013,1000,1000,1000,16444,1000,-4.039489372
Q9UBP9-2,Isoform 2 of PTB domain-containing engulfment adapter protein 1 ,GULP1,1000,1000,1000,158129,121690,184990,1000,154936.3333,7.275531693
Q8WZA2-2,Isoform 2 of Rap guanine nucleotide exchange factor 4 ,RPGF4,41091,38373,49303,1000,1000,1000,42922.33333,1000,-5.423656601
Q96E14-2,Isoform 2 of RecQ-mediated genome instability protein 2 ,RMI2,17280,20183,14841,1000,1000,1000,17434.66667,1000,-4.123886876
Q9NTN3-2,Isoform 2 of UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter ,S35D1,1000,1000,1000,545870,485710,576180,1000,535920,9.065873847
Q9Y5P4-3,Isoform 3 of Collagen type IV alpha-3-binding protein ,C43BP,1000,1000,1000,23079,28730,31190,1000,27666.33333,4.790059549
O75953-5,Isoform 3 of DnaJ homolog subfamily B member 5 ,DNJB5,1000,1000,1000,85822,71780,89273,1000,82291.66667,6.362674437
Q68D10-3,Isoform 3 of Protein SPT2 homolog ,SPT2,1000,1000,1000,31211,30365,37100,1000,32892,5.039664829
Q9UMR2-4;H3BQK0,Isoform 4 of ATP-dependent RNA helicase DDX19B ,DDX19B,143901,112910,180821,1000,1000,1000,145877.3333,1000,-7.188611922
Q53TS8-4;Q8N7U5;Q96Q36,Isoform 4 of C2 calcium-dependent domain-containing protein 6 ,C2CD6,49303,55685,41028,8394.3,10002,7849.2,48672,8748.5,-2.475984476
Q96Q15-4,Isoform 4 of Serine/threonine-protein kinase SMG1 ,SMG1,61998,70105,60475,1000,1000,1000,64192.66667,1000,-6.004336589
Q86VF2-5,Isoform 5 of Immunoglobulin-like and fibronectin type III domain-containing protein 1 ,IGFN1,50600,58494,64189,1000,1000,1000,57761,1000,-5.852023814
Q9ULP0-5,Isoform 5 of Protein NDRG4 ,NDRG4,388830,424770,357551,1000,1000,1000,390383.6667,1000,-8.608748883
Q96FG2-6,Isoform 6 of ELMO domain-containing protein 3,"ELMOD3 RBED1, RBM29, PP4068",254947,229850,223860,1000,1000,1000,236219,1000,-7.883981201
Q9BTZ2-8,Isoform 8 of Dehydrogenase/reductase SDR family member 4 ,DHRS4,1000,1000,1000,14173,18350,17820,1000,16781,4.068756785
Q96N16-2;Q96N16-4;Q96N16;F2Z2K5;B3KWB6;Q96N16-3;A0A1B0GUE0;B4DG10,Janus kinase and microtubule-interacting protein 1,JAKMIP1,3823.4,5438.6,2234.2,1000,1000,1000,3832.066667,1000,-1.93812266
Q96AA8;Q96AA8-4;Q96AA8-2;Q96AA8-3;Q05DV4,Janus kinase and microtubule-interacting protein 2,JAKMIP2,1000,1000,1000,23829,20122,14384,1000,19445,4.28132733
Q5VZ66,Janus kinase and microtubule-interacting protein 3,JAKMIP3,1000,1000,1000,34923,29034,28933,1000,30963.33333,4.952488887
Q9P266,Junctional protein associated with coronary artery disease,KIAA1462,23829,18293,27484,1000,1000,1000,23202,1000,-4.536177265
Q8N9B5;Q8N9B5-2,Junction-mediating and -regulatory protein,JMY,1000,1000,1000,193034,154340,200183,1000,182519,7.511902844
O60229;A0A1S5UZ29;H7BXZ5;J3QSW6;Q5ISJ7;C9IZQ6;O60229-2;C9J1B4;O60229-5;O60229-3;O60229-6;O60229-4,Kalirin,KALRN,3493.8,4500,2912.8,15589,20134,21383,3635.533333,19035.33333,2.388440905
P07498,Kappa-casein,CSN3,1000,1000,1000,57071,60632,53303,1000,57002,5.832940634
A0A3B3ISF6,Kelch domain-containing protein 7B ,KLHDC7B,45940,40034,49903,1000,1000,1000,45292.33333,1000,-5.50119496
Q2WGJ6,Kelch-like protein 38,KLHL38,45004,56758,40023,20028,23849,18958,47261.66667,20945,-1.174064622
E9PBE3;B4DZC6;O60662;Q8N3I7;F8WBR7;A0A0S2Z6S7;A0A0S2Z626;Q3ZTS6;B2RE63;Q8N3I7-2;O60662-2,Kelch-like protein 41;Bardet-Biedl syndrome 5 protein,KLHL41;BBS5;SARCOSIN,39233,49405,28943,1000,1000,1000,39193.66667,1000,-5.292548642
H0YIG3,"Keratin, type II cytoskeletal 72 (Fragment) ",KRT72,67900,89445,70586,81039,65483,69405,75977,71975.66667,-0.078053501
Q8NAX2;Q68D65,Keratinocyte differentiation factor 1,KDF1;DKFZp686B17277,30283,39920,28394,1000,1000,1000,32865.66667,1000,-5.038509345
P52732;B2RAM6,Kinesin-like protein KIF11;Kinesin-like protein,KIF11,304330,412490,422120,84943,67656,79968,379646.6667,77522.33333,-2.291973441
Q96FN5;B1ALC3;R4GN27;A0A1W2PPS5,Kinesin-like protein KIF12;Kinesin-like protein,KIF12,20384,34933,21283,30129,24584,32238,25533.33333,28983.66667,0.182858228
Q9NS87;C9JKA9;Q9NS87-4;Q9NS87-2;D6RCT7;Q9NS87-3;H7BZT2,Kinesin-like protein KIF15,KIF15,50054,61028,57869,12829,20001,17687,56317,16839,-1.741764019
Q96L93;A0A1B0GTU3;A0A140VK74;Q96L93-6;Q96L93-4;Q96L93-5;Q96L93-2;H0Y534;A0A0A0MRC9,Kinesin-like protein KIF16B,KIF16B,1000,1000,1000,86955,67069,65549,1000,73191,6.193594352
Q2TAC6;F8VW50;Q2TAC6-3;Q2TAC6-2,Kinesin-like protein KIF19;Kinesin-like protein,KIF19,1000,1000,1000,23920,39302,30018,1000,31080,4.957914599
A0A3B3ITK3;Q12756;A0A0U1RQL3;H7C3Y8;B4DMM0;X5D7J0;A0A3F2YNW9;A0A3B3IUA1;A0A3B3IU40;A0A3B3IT28;A0A3B3ITE5;A0A3B3ITF7;A0A3B3ITW6;Q12756-3;Q12756-2,Kinesin-like protein KIF1A;Kinesin-like protein,KIF1A,39948,30192,45485,1000,1000,1000,38541.66667,1000,-5.268347055
Q96Q89-2;Q96Q89;D3DR32;Q96Q89-4;Q96Q89-3;A8K324,Kinesin-like protein KIF20B;Kinesin-like protein,KIF20B;MPHOSPH1,19202,11290,14937,16859,13238,20029,15143,16708.66667,0.141945565
Q9ULI4;C9JFF0;B0I1R4,Kinesin-like protein KIF26A;Kinesin-like protein,KIF26A,23943,18696,28790,9586.7,11349,7695.3,23809.66667,9543.666667,-1.318931863
P50748;E7ES84;B4E0D8,Kinetochore-associated protein 1,KNTC1,1000,1000,1000,12039,9928.4,8902.1,1000,10289.83333,3.36314771
Q13887;B4DL96;Q5T6X2;A0A0A0N0M4;Q13887-2;B4E2I1;Q13887-4;A0A087X0S4;V5M1V5;A0A223PZB5;B9UZC6;A0A024R3X8;B3KNE6;Q4ZG79;D3GC14;F2VTX5;B9UZC4;L0R3V2;O43474;B9UZC7;O43474-1;O43474-4;O75840-4;O75840-2;O75840-5;O75840;Q13351;Q9Y5W3;Q99612;Q7Z3W8,Krueppel-like factor 5,KLF5;Klf5,6590.3,7895.5,4268.5,1510,5034.5,3475.6,6251.433333,3340.033333,-0.904324509
P10072;P10072-2;Q53EM3;B4DSY3;K7EPW3;Q7Z6E1;B4DWM7;B3KPE4;F5H6A5;K7EQG8;K7ENA5;K7EME6;A0A494C010;K7EL22;K7EL05;K7EL36;K7EM51;K7ERA5,Krueppel-related zinc finger protein 1,HKR1,60586,45940,54859,1000,1000,1000,53795,1000,-5.749400182
O00515;Q6IPJ9;Q63HQ8;E9PDI4;A0A0J9YVY2;A0A0J9YYF6;A0A0J9YW63;H0Y901,Ladinin-1,LAD1;DKFZp686M21196,30293,39440,20283,29938,32190,28474,30005.33333,30200.66667,0.00936144
Q13751;A0A0S2Z3R6;Q5THA1;B4DL55,Laminin subunit beta-3,LAMB3,54903,67869,60045,1000,1000,1000,60939,1000,-5.929293921
